,datePosted,title,price,address,latitude,longitude,description,rooms,bathrooms,pets,furnished,dateScraped
1414509058,10 février 2019 00:28,"NDG grand 5 1/2,chauffage et eau chaude inclus,face à un parc",1400.0,"4970 Avenue St Kevin, Montréal, QC H3W 1P4, Canada",45.4887886,-73.6329938,"grand 5 1/2 sur c&ocirc;te des neiges &agrave; c&ocirc;t&eacute; du m&eacute;tro c&ocirc;te Sainte Catherine,3 chambres ferm&eacute;es avec balcon ,vue sur le parc Mckenzie, chauffage et eau chaude inclus dans le prix du loyer,frigo et cuisini&egrave;re fournis, &agrave; c&ocirc;t&eacute; du gym YMCE,des commer&ccedil;ants, &agrave; proximit&eacute; de l'h&ocirc;pital Juif, de ",5 1/2,1 salle de bain,Oui,Non,Tue_Feb_12_232427_2019
1409995968,16 janvier 2019 23:06,"Lasalle, Grand 4½, Neuf, Tout inclus, Mars",900.0,"560 Rue Behrens, LaSalle, QC H8R 3E4, Canada",45.4235109,-73.64626609999999,"STYLE CONDO moderne au prix d’un appartement Chauffage, &eacute;clairage, eau chaude, po&ecirc;le &amp; frigo, ascenseur, parking ext &amp; garage int Super beau 4&frac12;, tout NEUF. Cuisine et salon aire ouverte + balcon; tr&egrave;s lumineux. 2 chambres ferm&eacute;es. Buanderie au sous-sol. B&acirc;timent en B&Eacute;TON, Intercom, calme et propre. Situ&eacute; voisin d’un ",4 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232428_2019
1414864674,11 février 2019 22:38,5 1/2 (3ch) Le meilleur de Verdun -Rez de Chaussée de luxe -Neuf,1975.0,"H4H1V5, Canada",45.4525424,-73.56997790000001,Cour - Sous-sol - LUXE - 1250p2 - Soleil ⭐️Le plus bel Appartement de Verdun⭐️ Disponible -Maintenant -Mars ou Avril Tout est neuf!!! Rien de comparable sur le march&eacute; locatif de Verdun!! Le Duplex Bourgeois de la rue Woodland &agrave; subit une transformation majeure de septembre 2018 &agrave; janvier 2019 100% R&eacute;nov&eacute; Les 2 appartements ont subi une r&eacut,5 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232429_2019
1404105813,13 février 2019 00:11,Rosemont/La Petite-Patrie - 4 ½  - Spacieux et lumineux,740.0,"5205 1ère avenue, Montreal, QC, H1Y 2Z8",45.544489500000005,-73.57356779999999,"Le 5205 1re Avenue est un immeuble situ&eacute; dans larrondissement Rosemont-La Petite-Patrie &agrave; Montr&eacute;al.Situ&eacute; &agrave; 5 minutes en voiture des stations de m&eacute;tro Pr&eacute;fontaine et Frontenac et &agrave; 10 minutes de la station dIberville, il est facilement accessible par les lignes dautobus 27, 47 et 357. Il est pr&egrave;s de la rue Masson ain",4 1/2,1 salle de bain,,Non,Tue_Feb_12_232430_2019
1404105815,13 février 2019 00:11,3 1/2 - rénové - métro Viau-Stade Olympique,760.0,"4659 Hochelaga, Montreal, QC, H1V 1C9",45.5581415,-73.5448048,"Le Sicard-Hochelaga est un immeuble de 59 appartements offrant des 2.5, 3.5 et 4.5 &agrave; louer.&Agrave; deux minutes de marche du Stade Olympique, du m&eacute;tro Viau, du YMCA, du Stade Saputo, de lar&eacute;na Maurice-Richard, du Biod&ocirc;me et du Plan&eacute;tarium. &Agrave; distance de marche du March&eacute; Maisonneuve et de tous les commerces de la rue Ontario.- Sta",3 1/2,1 salle de bain,,Non,Tue_Feb_12_232431_2019
1404105799,13 février 2019 00:11,"1BR (3 1/2) - Viau Metro - Olympic Stadium, near all amenities",670.0,"4659 Hochelaga, Montreal, QC, H1V 1C9",45.5581415,-73.5448048,"Le Sicard-Hochelaga est un immeuble de 59 appartements offrant des 2.5, 3.5 et 4.5 &agrave; louer.&Agrave; deux minutes de marche du Stade Olympique, du m&eacute;tro Viau, du YMCA, du Stade Saputo, de lar&eacute;na Maurice-Richard, du Biod&ocirc;me et du Plan&eacute;tarium. &Agrave; distance de marche du March&eacute; Maisonneuve et de tous les commerces de la rue Ontario.- Sta",2 1/2,1 salle de bain,,Non,Tue_Feb_12_232432_2019
1404105793,13 février 2019 00:11,"3 1/2 rénové, Jean-Talon & Saint-léonard",760.0,"6965 rue de Choisy, Montreal, QC, H1T 2J6",45.5834845,-73.5714496,"Le Domaine Choisy est un immeuble de 3 &eacute;tages g&eacute;r&eacute; professionnellement situ&eacute; &agrave; St-L&eacute;onard, Montr&eacute;al. Il offre des appartements 3 1/2, 4 1/2, et 5 1/2 semi-meubl&eacute;s r&eacute;nov&eacute;s avec des planchers de bois franc, beaucoup de lumi&egrave;re naturelle et un balcon commun.Facilement accessible &agrave; partir des lignes",3 1/2,1 salle de bain,,Non,Tue_Feb_12_232433_2019
1404105794,13 février 2019 00:11,"Studio, metro Côte-Vertu, Sauvé and Henri-Bourassa",560.0,"5500 Rue de Salaberry, Montreal, QC, H4J 1J6",45.5295984,-73.71007440000001,"Le Domaine Salaberry est un immeuble de 3 &eacute;tages situ&eacute; dans larrondissement Ahuntsic-Cartierville offrant des appartements 2 1/2 , 3 1/2 et 4 1/2 semi-meubl&eacute;s et r&eacute;nov&eacute;s avec des planchers de bois franc, des nouvelles fen&ecirc;tres et un plancher de c&eacute;ramique dans la cuisine.Situ&eacute; en face du parc Louisbourg, il est &agrave; quel",1 1/2,1 salle de bain,,Non,Tue_Feb_12_232434_2019
1404105797,13 février 2019 00:11,2 ½  semi-meublé dans Rosemont/La Petite-Patrie,560.0,"5205 1ère avenue, Montreal, QC, H1Y 2Z8",45.544489500000005,-73.57356779999999,"Le 5205 1re Avenue est un immeuble situ&eacute; dans larrondissement Rosemont-La Petite-Patrie &agrave; Montr&eacute;al.Situ&eacute; &agrave; 5 minutes en voiture des stations de m&eacute;tro Pr&eacute;fontaine et Frontenac et &agrave; 10 minutes de la station dIberville, il est facilement accessible par les lignes dautobus 27, 47 et 357. Il est pr&egrave;s de la rue Masson ain",1 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232435_2019
1404105792,,,,,45.6055907,-73.55662109999999,"Le 7301 Joseph-Renaud est un immeuble en b&eacute;ton de 4 &eacute;tages propre, tranquille et s&eacute;curitaire offrant des appartements 2 , 3 et 4 semi-meubl&eacute;s r&eacute;cemment r&eacute;nov&eacute;s avec balcon dans Anjou. Pr&egrave;s des autoroutes 40 et 25, il est situ&eacute; &agrave; 10 minutes en autobus du m&eacute;tro Honor&eacute;-Beaugrand et est facilement a",,,,,Tue_Feb_12_232436_2019
1404105795,13 février 2019 00:11,"3 1/2-720$, métro Côte-Vertu, Sauvé et Henri-Bourassa",720.0,"5500 Rue de Salaberry, Montreal, QC, H4J 1J6",45.5295984,-73.71007440000001,"Le Domaine Salaberry est un immeuble de 3 &eacute;tages situ&eacute; dans larrondissement Ahuntsic-Cartierville offrant des appartements 2 1/2 , 3 1/2 et 4 1/2 semi-meubl&eacute;s et r&eacute;nov&eacute;s avec des planchers de bois franc, des nouvelles fen&ecirc;tres et un plancher de c&eacute;ramique dans la cuisine.Situ&eacute; en face du parc Louisbourg, il est &agrave; quel",3 1/2,1 salle de bain,,Non,Tue_Feb_12_232438_2019
1415066200,13 février 2019 00:10,Condo 4 1/2 à louer,1175.0,"H1A0C3, Canada",45.6965516,-73.4906001,"1175$/mois, sans &eacute;lectricit&eacute; ou autre Pointe aux trembles, tout pr&egrave;s de Repentigny et de l’autoroute 40/640/25 Disponible maintenant ou pour juillet 2019 Pratiquement neuf, b&acirc;ti en 2017 2 chambres 1 sdb avec bain, grande douche vitr&eacute;e Espace salon, cuisine et salle &agrave; manger ouverte Plancher en Ceramique avec c&acirc;ble chauffant, sauf p",4 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232439_2019
1415065994,13 février 2019 00:09,MILE END RENOVATED 5 1/2,1850.0,"5574 Boul St-Laurent, Montréal, QC H2T 1S8, Canada",45.5259304,-73.59961949999999,"Exceptionally located large 5 1/2,completely renovated in plateau/mile -end.Includes 3 bedrooms,w/d outlets,balcony,soundproofed and insulated walls and ceilings,own private entrance. Short walk to McGill University, Mont royal mountain and Little Italy.Just steps away from St.Viater Bagel and the vibrant resto's and cafes of the neighbourhood.Close to all amenities, bus and me",5 1/2,1 salle de bain,,Non,Tue_Feb_12_232440_2019
1415065610,13 février 2019 00:06,Fully renovated 4 1/2 in heart of mile end ,1600.0,"5556 Rue Jeanne-Mance, Montréal, QC H2V 4K6, Canada",45.5230278,-73.6020094,"Exceptionally located large 4 1/2,completely renovated in plateau/mile -end.Includes 3 bedrooms,w/d outlets,balcony,soundproofed and insulated walls and ceilings,own private entrance. Short walk to McGill University, Mont royal mountain and Little Italy.Just steps away from St.Viater Bagel and the vibrant resto's and cafes of the neighbourhood.Close to all amenities, bus and me",4 1/2,1 salle de bain,,Non,Tue_Feb_12_232441_2019
1415065471,13 février 2019 00:06,"Magnifique 3½ moderne, Métro Atwater 1600$",1600.0,"1265 Rue Lambert Closse, Montréal, QC H3H 1Z4, Canada",45.490078000000004,-73.58315,"Magnifique 3&frac12; moderne, M&eacute;tro Atwater 1600$ Ce magnifique condo situ&eacute; au 2&egrave;me &eacute;tage, d’un immeuble &agrave; 15 &eacute;tages et 80 unit&eacute;s, est situ&eacute; dans le centre-ville de Montr&eacute;al. Il est proche de tout, du m&eacute;tro Atwater, d’une station de bus, d’un cin&eacute;ma, d’un Adonis, d’une SAQ, du centre commerciale Alexis",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232442_2019
1415065199,13 février 2019 00:04,3 1/2 Metro Georges-Vanier 1550$,1550.0,"1970 Rue Saint-Jacques, Montréal, QC H3J 2S1, Canada",45.487663,-73.57274,"3 1/2 Metro Georges-Vanier 1550$ (English below) Spacieux 3 &frac12; de 665 pieds carr&eacute;s proche du M&eacute;tro Georges-Vanier. Possibilit&eacute; d'avoir un stationnement int&eacute;rieur pour 130$/mois. Superbe Terrasse priv&eacute;. Tr&egrave;s bien localis&eacute;, proche de toutes les commodit&eacute;s n&eacute;cessaires et plus! Disponible d&egrave;s maintenant. - ",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232442_2019
1415064338,12 février 2019 23:58,3 1/2 neuf Métro Angrignon 1600$/Mois,1600.0,"1211 Rue Drummond, Montréal, QC H3G 1V7, Canada",45.498028000000005,-73.57288,"3 1/2 neuf M&eacute;tro Angrignon 1600$/Mois (English below) Ce magnifique appartement compl&egrave;tement neuf est situ&eacute; au 5&egrave;me &eacute;tage &nbsp;d'un immeuble &agrave; 24 &eacute;tages, il est d’une superficie de 482.22 pieds carr&eacute;s. Il est proche de toutes les commodit&eacute;s n&eacute;cessaires, proche du carrefour Angrignon, du m&eacute;tro Angrigno",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232443_2019
1415064329,12 février 2019 23:58,"Griffintown: Grand,lumineux 3 ½, 21st floor, new floor - 1er mar",1550.0,"650 Rue Jean d'Estrées, Montréal, QC H3C 0G3, Canada",45.4947499,-73.56542309999999,Grand 3 1/2 du centre-ville au dernier &eacute;tage (21&egrave; &eacute;tage) – Disponible 1er mars - 1 grande chambre &agrave; coucher + cuisine &amp; salon ouverte + salle de bain (avec 1 douche et 1 bain) + 1 balcon (superbe vue) + 1 grande salle de rangement - Possibilit&eacute; de louer 1 place de garage int&eacute;rieur pour 150$ de plus - Four et r&eacute;frig&eacute;rat,2 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232444_2019
1415064251,12 février 2019 23:57,"5 1/2 with Garage  And B.Y,From 1st Of July Montreal North /Nord",1150.0,"6402-6400, Montreal North H1G 2B6 QC, Canada",45.61501079999999,-73.615029,"5 1/2 For Rent, From 1st Of July, The Apt. is non smoking, No Animals, Main Floor of a Duplex, 3 Bed Rooms, Plus Extra a Dining Room, Garage, Backyard , Outlet Washer &amp; Dryer in the Washroom, Walking Distance, Bus Stop, Library, Community Center, Shopping , School, College Marie Victorin, Very Nice &amp; Quiet Neighborhood. All Paid By Tenant* Sorry, No Pets Allowed * NB- W",5 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232446_2019
1415064220,12 février 2019 23:57,Recherché : Couple non fumeur dans la quarantaine cherche 4 1/2 juillet,,", montreal H1S1W6 QC, Canada",45.585214,-73.57162729999999,"Bonjour! Nous sommes un couple de professionnels dans la quarantaine,sans enfants et non fumeur.Nous sommes des gens qui cherche la tranquillit&eacute;,nous sommes respectueux et propres.Si vous avez un beau 4 1/2 tranquille,dans l'est de Montr&eacute;al dans un immeuble non fumeur nous sommes int&eacute;ress&eacute;s! Nous avons des vieux chats (12 et 13 ans) tranquilles,d&eac",4 1/2,1 salle de bain,Oui,Non,Tue_Feb_12_232447_2019
1415064002,12 février 2019 23:56,"3 1/2 a louer Ile des Soeurs, Verdun 1117$/mois 1 CAC fermé",1117.0,"201 Rue Corot, Verdun, QC H3E 1C4, Canada",45.4582667,-73.54197140000001,"Magnifique et grand appartement pour le 1er avril 2019, animaux permis, 6e &eacute;tage face au parc. Ascenseur, Piscine chauff&eacute;e. Buanderie. Tranquille. Autobus au coin. Pres de tous les services a pied, bibliotheque d&eacute;panneur, resto, centre communautaire ...",3 1/2,1 salle de bain,Oui,Non,Tue_Feb_12_232448_2019
1415063929,12 février 2019 23:55,4 1/2 St-Valier Métro Beaubien,1150.0,"H2E2S8, Canada",45.5530167,-73.60747370000001,"Sur la magnifique rue St-Valier, superbe 4 1/2 ++++ salle de lavage/rangement. Grande pi&egrave;ce double, claire et bien fenestr&eacute;, deuxi&egrave;me &eacute;tage de deux, beau balcon, plancher de bois franc, belle cuisine, stationnement. 4 plex avec locataires qui s’entendent bien. &Agrave; distance de marche du M&eacute;tro Beaubien (300m), de la Plaza St-Hubert et du ma",4 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232449_2019
1407583603,12 février 2019 23:55,5 1/2 Appartement Villeray St-Michel - complètement rénové,1600.0,"7320 Avenue Léonard-De Vinci, Montréal, QC H2A 2N9, Canada",45.5640909,-73.59604540000001,Disponibles d&egrave;s maintenant Pour informations : 514-606-6655 5 1/2 compl&egrave;tement r&eacute;nov&eacute; Possibilit&eacute; internet 120 Mbit/s 30$ par mois Surveillance video Possibilit&eacute; d’appareils &eacute;lectrom&eacute;nagers Bonjour l’appartement est situ&eacute; dans un immeuble de 3 &eacute;tages compos&eacute; de 3 appartements. Tous les appartements ont,5 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232450_2019
1347721600,7 février 2019 22:33,Grand 3 ½ NEUF à louer dans HoMa,1275.0,"4850 Rue de Rouen, Montréal, QC H1V 3C2, Canada",45.559191999999996,-73.53974720000001,"Superbe condo &agrave; louer pr&ecirc;t pour le 1er f&eacute;vrier 2018! Nous avons aussi de grand 4 1/2! Voir notre annonce ici: https://www.kijiji.ca/v-view-details.html?adId=1347723884&amp;siteLocale=fr_CA Grande unit&eacute; d'une chambre + bureau de 850 pieds carr&eacute;s situ&eacute;e &agrave; deux pas du march&eacute; Maisonneuve, de la station de m&eacute;tro Viau ains",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232451_2019
1408949381,11 février 2019 13:57,APPARTEMENT RÉNOVÉ - Grand 4 ½,1585.0,"3500, rue de la Montagne, Montréal, QC, H3G 2A6",45.50071129999999,-73.5815318,Le Crillon ( 3500 de La Montagne ) est un immeuble propre et tranquille de 6 &eacute;tages situ&eacute; dans le quartier du Golden Square Mile en plein coeur du Centre-Ville de Montr&eacute;al!  Tr&egrave;s grand 4 - Dispobible maintenant!  AVANTAGES / SERVICES OFFERTSwww.groupeaccueilres.ca - Planchers de bois francs - Salle de bain r&eacute;nov&eacute;e en 2015 - Cuisine r&ea,4 1/2,1 salle de bain,,Non,Tue_Feb_12_232453_2019
1377996112,16 janvier 2019 16:37,"6½ disponible, sur le Plateau, moderne et ouvert",2400.0,"1914 Avenue Laurier E, Montréal, QC H2H 1B4, Canada",45.536741,-73.5794741,"Location de 12 mois, bail renouvelable si d&eacute;sir&eacute;! Grand app moderne disonible, juste en face d'un parc. Coin Laurier / Chabot, dans un secteur paisible du Plateau Mont-Royal. enti&egrave;rement r&eacute;nov&eacute;, rez-de-chauss&eacute;e avec sous-sol ( l'une des chambres se retrouve au sous-sol). &Agrave; deux pas des autobus et &agrave; 12 min du m&eacute;tro L",4 1/2,2 salles de bain,Non,Non,Tue_Feb_12_232454_2019
1373731325,12 février 2019 15:03,"Westmount,adj,Downtown,3,bedrooms,2 bathrooms,JUNE  2019",2695.0,"4840 Chemin de la Cote Saint Luc, Montreal, QC, H3W 2H1",45.483414,-73.61523100000001,"Large apartment, 3bedroom,2 bathrooms located in 4840 Cote Saint Luc, adjacent to WestmountIncludes heat, hot water, stove, refrigerator, dishwasher,washer,dryer,1 garage place A / C ALL NEWSFor an appointment and visit please contact the SuperintendentMrs.Carmen514483 4765Thanks for visitCiprian PisauAdministr&eacute;/Managed byImmomarketing Incwww.immomarketing.ca",5 1/2,2 salles de bain,,Non,Tue_Feb_12_232455_2019
1409762975,12 février 2019 23:54,"Griffix - CONDO URBAIN DE LUXE 4 1/2, plein cœur de Griffintown",1940.0,"1045 Wellington, Montréal, QC, H3C 1V6",45.493739700000006,-73.5572267,"Luxueux 4 1/2 disponible d&egrave;s le 1er juillet, &agrave; partir de 1620$/moisInclus 6 &eacute;lectros en stainlessSalle de gym dans l'immeuble!Situ&eacute; en plein cur de Griffintown, &agrave; langle des rues Peel et Wellington, &agrave; proximit&eacute; de la gare Centrale.Bref, un emplacement incroyable !Contactez Mohamed au 438-622-9755 pour une visite__________________",4 1/2,1 salle de bain,,Non,Tue_Feb_12_232456_2019
1412738959,12 février 2019 23:54,Griffix - Luxueux condo 3 1/2 à 1350$,1350.0,"1045 Wellington, Montréal, QC, H3C 1V6",45.493739700000006,-73.5572267,"Condo urbain 3 1/2 de luxe, 1 chambre &agrave; coucher, 3e &eacute;tage, DISPONIBLE 1er JUILLET!Inclus 6 &eacute;lectros en stainlessSalle de gym dans l'immeuble.Situ&eacute; en plein coeur de Griffintown, &agrave; langle des rues Peel et Wellington, &agrave; proximit&eacute; de la gare Centrale.Bref, un emplacement incroyable !Contactez Mohamed au 438-622-9755 pour une visite_",3 1/2,1 salle de bain,,Non,Tue_Feb_12_232457_2019
1415063579,12 février 2019 23:53,A LOUER 5 1/2 Métro Honoré-Beaugrand - Montreal Est,985.0,"2264 Avenue Bilaudeau, Montréal, QC H1L 4A6, Canada",45.6091723,-73.5143317,"Joli 5 1/2 dans un quartier r&eacute;sidentiel et tranquille : 3 CHAMBRES FERM&Eacute;ES, 1 SALON, 1 GRANDE CUISINE + BALCON en arri&egrave;re, Entr&eacute;es Laveuse / S&eacute;cheuse. Semi sous-sol, r&eacute;nov&eacute; de 1 540 p2. / 143 m2 , ensoleill&eacute; et tr&egrave;s lumineux avec ses 3 fa&ccedil;ades . LIBRE IMM&Eacute;DIATEMENT VISITE sur RENDEZ-VOUS TEXTER au 438.",5 1/2,1 salle de bain,Oui,Non,Tue_Feb_12_232458_2019
1415063268,12 février 2019 23:51,Beautiful Furnished 3 1/2 Condo Old Montréal - March 2019,1650.0,"635 Rue Saint Maurice, Montréal, QC H3C 1C7, Canada",45.5001112,-73.5589987,"Beautiful, bright and luxurious condo located in the heart of the Old Montr&eacute;al in le Saint-M. Fully furnished, it includes all utilities and new appliances (washer, dryer, dishwasher, refrigerator, convection oven). AC, condo fees and hot water included in the rent. Walk-in in the bedroom. Safe, clean and quiet building with security guard at the entrance. Very secure. F",3 1/2,1 salle de bain,Non,Oui,Tue_Feb_12_232500_2019
1414312378,12 février 2019 23:43,Condo 3 1/2 sur deux étages ** URGENT OCCUPATION IMMÉDIATE***,1025.0,"Rue Jean Pierre Ronfard, Montréal, QC H1K, Canada",45.612868299999995,-73.5354,"***LIBRE &Agrave; PARTIR DU 24 f&eacute;vrier 2019**** URGENT Magnifique petite unit&eacute; de condo de 707 p2. Semi-meubl&eacute; (&eacute;lectros en stenless r&eacute;cents, laveuse/secheuse, cuisini&egrave;re, frigidaire, lave-vaisselle) Munie d’une grande chambre &agrave; l’&eacute;tage inf&eacute;rieure. Entr&eacute;e ind&eacute;pendante. Situ&eacute;e en plein coeur du F",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232500_2019
1415061456,12 février 2019 23:41,Recherché : Logement,450.0,", Montréal H1l1a8 QC, Canada",45.5972761,-73.5342747,"Bonjour je recherche un 2 et demi meubl&eacute; , chambre ferm&eacute;e avec internet",2 1/2,1 salle de bain,,Oui,Tue_Feb_12_232501_2019
1415060931,12 février 2019 23:37,5 1/2 Mile End sur Hutchison/Saint-Viateur. February or March,1295.0,"H2V4B4, Canada",45.5206489,-73.6003475,"3 rooms, lounge room, kitchen, bathroom. Appliances included: fridge, stove. Electricity is not included. Only 1 cat is accepted. Rental available NOW or February 1st. The credit will be checked. Please text at (438)505-5001 to get an appointment for visits. 5441 Rue Hutchison, #2 Montr&eacute;al, QC H2V 4B4 Have a nice visit! *** 3 chambres, salon, cuisine, salle de bain. &Eac",5 1/2,1 salle de bain,,Non,Tue_Feb_12_232503_2019
1415060892,12 février 2019 23:37,"4 ½ Pointe aux Trembles(PAT), concept ouvert (style condo) ",760.0,"H1B2Z4, Canada",45.6431092,-73.4900015,"4 &frac12; Pointe aux Trembles(PAT) 2e &eacute;tage, concept ouvert (style condo) Tr&egrave;s beau 4 &frac12; situ&eacute; sur rue Notre Dame, 2e &egrave;tage, logement tr&egrave;s propre (frais peint), Immeuble tranquille et non fumeur, planchers neufs, c&eacute;ramique dans la cuisine, espace de rangement, connexions pour s&eacute;cheuse/laveuse. Pr&egrave;s de tous les servi",4 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232503_2019
1415060404,12 février 2019 23:34,"Downtown1/2 3 New Condo,10 mins to McGill University.",1750.0,"Avenue Union, Montréal, QC H3B 3A7加拿大",45.502796000000004,-73.56769,"Totally New Condo at 1188 Avenue Union 1 bedroom 1 bathroom and 1 living room It includes washer, dryer, fridge, stove, oven and dishwasher On 31st floor with beautiful city view and sunshie! The condo has 24 hours security Modern gym Swmming pool The top floor is a large lounge can see the whole city view. Rent: $1750/ month If you are interested, please call or text 514-607-4",2 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232504_2019
1415060260,12 février 2019 23:33,5 1/2 entièrement meublé a Rue de Villiers-$500 par chambres (3),1500.0,"2299 Rue de Villiers, Montréal, QC H4E 1L4, Canada",45.461680799999996,-73.59564870000001,"Ce 5 1/2 id&eacute;alement situ&eacute; dans une rue tranquille a De Villiers est un choix id&eacute;al pour ceux qui cherche la proximit&eacute; car on se trouve dans un coin avec tout les services vraiment proche.,On est juste a quelque pas du m&eacute;tro , Idealement ce serait mieux si vous etes trois amis qui veulent chacun louer une chambre, Ca va etre $500 par chambres O",5 1/2,1 salle de bain,Oui,Oui,Tue_Feb_12_232505_2019
1415059912,12 février 2019 23:31,"Condo lux 1200sf ALL IN winter price 99/day, 299/day Holyday NDG",2099.0,", Montreal h4a0a2 QC",45.468042499999996,-73.6116439,"DG Condo lux 1200sf / pc all included. The price of 2099/month corresponds to 8-12 months renting. Shorter periods more expensive: long vacation 1-3 months are 99-199/day, depends on the length and period you need. 299/day during 20 Dec 2018 to 5 jan 2019, same price for weekend only. The condo is located 4 km from Downtown (good location as Montreal is 52km wide)* . * If you t",5 1/2,2 salles de bain,Oui,Oui,Tue_Feb_12_232506_2019
1415059750,12 février 2019 23:30,3 1/2 Shop Angus - Cessation de bail 1er mai ,625.0,"Rue Préfontaine, Montréal, QC H1W 2P8, Canada",45.543957,-73.5593,"3 1/2 situ&eacute; &agrave; 30 secondes &agrave; pied des Shop Angus. Plusieurs commerces de proximit&eacute; : Loblaws, SAQ, Canadian Tire, Maxi, CLSC, etc. &Agrave; 7 minutes du m&eacute;tro Pr&eacute;fontaine. Situ&eacute; au 1er &eacute;tage. L'appartement a 2 balcons, beaucoup de rangement int&eacute;rieur et ext&eacute;rieur. Disponible le 1er mai 2019. L'appartement est ",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232507_2019
1415059561,12 février 2019 23:29,NEWLY RENOVATED 5 1/2 CONDO IN OUTREMONT FOR RENT (WITH PARKING),,"Avenue de l'Épée, Outremont, QC H2V 3T9, Canada",45.5232258,-73.6123695,"This beautiful condo is exceptionally well located in the heart of Outremont / Mile End near Bernard street close to many beautiful parks, high end restaurants and boutiques, schools, Outremont metro, bus stops... This unit is FRESHLY PAINTED and has a NEWLY RENOVATED MODERN KITCHEN AND BATHROOM WITH HEATED FLOORS . The balcony overlooking the ally create a pleasant atmosphere.",5 1/2,"1,5 salle de bain",Oui,Non,Tue_Feb_12_232508_2019
1411418463,12 février 2019 23:28,ville mont-royal,870.0,"1101 Boulevard Graham, Mont-Royal, QC H3P 2G3, Canada",45.517856,-73.638717,"****Grand 3.5 Imp&eacute;ccable**** Propre. Immeuble avec cachet. situ&eacute; pres du centre de Ville Mont-Royal. $870 par mois. stationnement exterieure disponible pour $50 par mois.....Pres des services, train, autobus....planchers lattes de bois, plafonds de 9 pieds. inclus sont: le chauffage, eau chaude, poele-frigo 3ieme &eacute;tage. buanderie au rez-de-chauss&eacute;...",3 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232509_2019
1415059233,12 février 2019 23:27,Quelques 4 1/2 Ahuntsic/Cartierville incluant électros/chauffage,895.0,"6060 Rue Émile-Nelligan, Montréal, QC H4K 1N3, Canada",45.5281126,-73.71881429999999,*RECHERCHE PERSONNES S&Eacute;RIEUSES AVEC EMPLOI STABLE ET BON CR&Eacute;DIT* Prix unit&eacute; actuelle : 895$ (unit&eacute;s plus grandes disponibles $) Projet de condos sur plus de 8 immeubles! Inclut eau chaude et chauffage Espace de rangement disponible pour 15$/mois Projet d'appartements fra&icirc;chement r&eacute;nov&eacute;s Buandrie neuve au sous sol Possibilit&eacute,4 1/2,1 salle de bain,,Non,Tue_Feb_12_232511_2019
1415058719,12 février 2019 23:24,Quelques 3 1/2 Ahuntsic/Cartierville avec chauffage et électros,725.0,"6060 Rue Émile-Nelligan, Montréal, QC H4K 1N3, Canada",45.5281126,-73.71881429999999,*RECHERCHE PERSONNES S&Eacute;RIEUSES AVEC EMPLOI STABLE ET BON CR&Eacute;DIT* Prix unit&eacute; actuelle (sur photo) : 795$ (unit&eacute;s disponibles &agrave; partir de 725$) Projet de condos sur plus de 8 immeubles! Inclut eau chaude et chauffage Espace de rangement disponible pour 15$/mois Projet d'appartements fra&icirc;chement r&eacute;nov&eacute;s Buandrie neuve au sous ,3 1/2,1 salle de bain,,Non,Tue_Feb_12_232512_2019
1415058583,12 février 2019 23:23,Fully furnished 3 1/2 condo (parking) - downtown Montreal,1650.0,"1225 Rue Notre-Dame Ouest, Montréal, QC H3C 6S3, Canada",45.493767999999996,-73.5644741,"A fully furnished 3 &frac12; very clean condo, in a resent building in downtown Montreal, close to Lucien L'Allier and Bonaventure metro, supermarket, ETS university, old Port, bicycle roads, highway, ... The apartment has everything you need, including internet. Located on the 4th floor, on the garden side – very quiet and no cars’ noise. You will have access to a private cour",2 1/2,1 salle de bain,Non,Oui,Tue_Feb_12_232513_2019
1415058534,12 février 2019 23:22,Échange seulement! 4 1/2 promenade Ontario pour 3 1/2,1020.0,"2018 Avenue Charlemagne, Montréal, QC H1W 3S8, Canada",45.5492064,-73.5427097,Seulement me contacter si vous avez une offre pertinente &agrave; ce que je recherche! Id&eacute;alement pour le mois de Avril ou Mai Ce que j’offre: Grand 4 1/2 compl&egrave;tement r&eacute;nov&eacute; situ&eacute; au 2e &eacute;tage d’un immeuble de 4 logements. C’est un b&acirc;timent de coin donc fenestrage sur 3 c&ocirc;t&eacute;. &Agrave; distance &eacute;gale de marche e,4 1/2,1 salle de bain,Non,Non,Tue_Feb_12_232514_2019
